index,fate_excluding_DCs,fate_excluding_Ery_1,fate_excluding_HSC_1,fate_excluding_Mono_1,fate_excluding_Precursors,fate_excluding_HSC_2,fate_excluding_Mono_2,fate_excluding_Ery_2
Run4_169795583335342,Mono_1,Mono_1,DCs,DCs,DCs,Mono_2,Mono_2,DCs
Run4_169795603028779,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170137155157238,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170137155200884,Mono_2,Mono_1,DCs,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170137155393252,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170137167547758,Mono_1,DCs,Mono_1,DCs,Ery_2,Mega,Ery_2,Mega
Run4_170137167711068,Mono_2,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170137186425262,Ery_1,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_170137186425637,Mono_2,DCs,Mono_1,DCs,Mono_2,Mono_1,Mono_2,Mono_1
Run4_170180358564637,Mono_1,Mono_1,Mono_1,Ery_2,Ery_1,DCs,Ery_2,Mono_1
Run4_170180373011182,Mono_1,Mono_2,Mono_2,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170180373035811,Mono_1,Mono_1,Mono_1,DCs,DCs,Mono_1,Mono_1,DCs
Run4_170180373273324,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170180373760420,Mono_2,Mono_1,Ery_2,DCs,Mono_1,DCs,Mono_2,Mega
Run4_170181075561397,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170181075786531,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run4_170181075856611,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170181076343515,Mono_2,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_170198343543083,Mono_2,DCs,DCs,DCs,Ery_2,DCs,DCs,DCs
Run4_170198344091502,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170198358190515,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170198358251748,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170198358415277,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170198358768860,Mono_1,Mega,DCs,Ery_2,Ery_2,Mega,Ery_2,Ery_1
Run4_170198358997750,Precursors,DCs,Ery_2,Mega,DCs,Ery_2,Mega,Ery_1
Run4_170198370735838,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170198371527987,Ery_1,DCs,Ery_2,DCs,Mono_1,Ery_1,Mega,Mega
Run4_170198371620710,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170198389603227,Ery_1,Mega,DCs,Ery_2,Mega,Ery_2,DCs,DCs
Run4_170198389897637,Mono_1,Mono_2,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170198389909342,DCs,Mono_1,Mono_2,DCs,Mono_1,Mono_1,DCs,Mono_1
Run4_170198389931294,Mono_2,Mono_2,DCs,DCs,DCs,DCs,DCs,Mono_2
Run4_170198390135595,Mono_2,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run4_170198390462884,DCs,DCs,DCs,DCs,Ery_1,HSC_2,DCs,Mono_1
Run4_170199685687203,DCs,DCs,Precursors,DCs,Ery_1,Ery_1,DCs,DCs
Run4_170199685744989,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170199713011614,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170199731882726,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170199731886885,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,Mono_1
Run4_170258487786910,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170258487954164,Mono_2,DCs,Mono_1,DCs,Mono_1,DCs,Mono_1,DCs
Run4_170258488281828,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170258501060908,DCs,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1
Run4_170265183959972,Ery_2,DCs,Ery_2,Mega,Mega,Ery_2,Ery_1,Mega
Run4_170265184692014,DCs,DCs,DCs,DCs,Mega,Mega,DCs,DCs
Run4_170265199196588,Ery_2,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_170265211464501,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170265230300910,Mono_1,Mono_1,Ery_1,DCs,Mono_1,Mono_1,DCs,Mono_1
Run4_170265230661556,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170265230849779,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_170268002532260,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170268002989869,Ery_2,Mono_2,Ery_1,Mega,Ery_1,Mono_1,Ery_2,Ery_2
Run4_170268003261859,Ery_2,HSC_1,DCs,Mega,Mega,Ery_1,Mega,DCs
Run4_170268017257310,DCs,DCs,DCs,DCs,Mono_1,DCs,Mono_2,DCs
Run4_170268017449691,Mono_1,Precursors,Ery_1,Mega,Ery_1,Ery_1,Mono_1,Ery_1
Run4_170268030089062,Mono_2,DCs,DCs,DCs,Ery_2,DCs,DCs,Mega
Run4_170268030590196,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170268049172398,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_170276726982966,Ery_2,DCs,DCs,DCs,HSC_2,DCs,DCs,DCs
Run4_170276741343972,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170276741868852,Mono_2,Mono_1,DCs,DCs,Mono_1,Mono_1,Mono_2,Mono_1
Run4_170276742097203,DCs,DCs,DCs,DCs,Mono_1,Mega,Mono_1,DCs
Run4_170276772767651,DCs,DCs,Ery_1,DCs,DCs,DCs,Mega,DCs
Run4_170327461022045,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170327461455716,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,Precursors
Run4_170327475927477,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_170327476169508,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_170327488772405,DCs,DCs,DCs,DCs,Ery_2,Mono_1,Mega,Mono_1
Run4_170343448131827,Mono_1,Mono_2,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170343460137829,Ery_1,DCs,Ery_1,Ery_2,DCs,DCs,Mega,Mega
Run4_170343460457182,Ery_2,DCs,DCs,Ery_2,Ery_2,DCs,Mega,DCs
Run4_170343460891934,DCs,Mono_2,DCs,DCs,Mono_2,DCs,DCs,Mono_1
Run4_170343479232940,DCs,DCs,DCs,DCs,DCs,Precursors,DCs,DCs
Run4_170343479589596,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170344372688676,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170344399948526,Mono_2,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run4_170344400481003,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170660052458923,Ery_1,DCs,Ery_2,Ery_2,Mega,Ery_2,Mega,Mega
Run4_170660067457310,Ery_2,DCs,DCs,DCs,Mega,Mega,Mega,Mega
Run4_170660098693982,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_170660098890014,DCs,Mega,DCs,DCs,Mega,DCs,Mega,DCs
Run4_170745952070499,DCs,Mono_1,Mega,DCs,DCs,DCs,Mono_2,DCs
Run4_170745952132452,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170745952684387,Mono_1,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,Mono_1
Run4_170745979386291,Mono_2,DCs,DCs,DCs,Mono_2,DCs,Mono_2,Mono_1
Run4_170745979922142,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170745998031085,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_170798565509430,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170798566000413,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1,DCs
Run4_170798580418413,Mono_2,DCs,DCs,DCs,DCs,DCs,Mega,DCs
Run4_170798592510388,Mono_2,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170798612072347,DCs,DCs,DCs,DCs,Mega,DCs,Mono_1,DCs
Run4_170877887888611,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170877888190765,Ery_1,Mono_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_170877888706870,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170877902862702,Mono_1,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_170877915092702,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_170877915981547,Mono_2,DCs,DCs,DCs,DCs,Mono_1,DCs,Mono_1
Run4_170877933992798,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_170877934516083,Ery_2,Mega,Mega,Ery_2,Ery_1,Ery_1,Mega,Mono_1
Run4_170877934779611,Ery_2,Mega,Ery_1,Mega,Mega,Ery_2,Ery_2,Ery_1
Run4_191026787670262,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191026787674525,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_191026802350828,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_191026814932726,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_191026834331566,Ery_2,Mega,Ery_2,Ery_2,Mega,Ery_2,Ery_2,Ery_1
Run4_191080743165213,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_191080758131627,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191080789887787,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_191096715635491,Mono_1,DCs,Ery_2,Ery_2,Mega,Ery_2,Mega,Ery_2
Run4_191096715693277,Mono_2,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191096715696925,Mono_2,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191096729487278,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191096730273651,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_191096730372014,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_191096742636467,Mono_1,DCs,DCs,Mega,Ery_2,DCs,Mega,DCs
Run4_191096742700781,Ery_1,Mega,Ery_2,Mega,Mega,Mega,DCs,Ery_1
Run4_191096760949678,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run4_191096760954094,DCs,Mono_1,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_191096761047275,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191210578165158,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191210578200421,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_2,Ery_1
Run4_191215632299814,Mega,Mega,Ery_1,Mega,Ery_2,Mega,Ery_2,Ery_1
Run4_191215632598755,Mono_1,DCs,Mono_1,DCs,DCs,DCs,DCs,Mono_2
Run4_191215646464924,Mono_2,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,DCs
Run4_191215678445341,Mono_2,DCs,DCs,DCs,DCs,Ery_1,DCs,DCs
Run4_191226637564331,Ery_1,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Mega,Ery_2
Run4_191226637598108,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_191226665101172,Precursors,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191226684336484,Ery_2,DCs,DCs,DCs,HSC_2,DCs,DCs,Mono_1
Run4_191553860393388,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191553860942637,Mega,DCs,DCs,Mega,Ery_2,Mega,Mega,Mega
Run4_191553860980005,DCs,DCs,DCs,Ery_2,Mega,Mega,Mono_2,DCs
Run4_191553875392366,Ery_2,DCs,DCs,DCs,Mono_1,Precursors,Mega,Ery_2
Run4_191553888509214,Ery_1,DCs,DCs,DCs,Ery_1,Mega,Ery_2,Mono_1
Run4_191576409230699,Mono_1,HSC_1,Mega,Mega,Ery_2,Mega,Mega,Mono_1
Run4_191576424007462,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run4_191645397764444,Mono_1,Mega,Mega,Ery_2,Mega,DCs,DCs,Precursors
Run4_191645412087659,Mono_1,Mono_2,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Ery_1
Run4_191645412452635,Mega,Mega,Ery_2,Mega,Mega,Mega,Mega,Mega
Run4_191645443803486,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_191647276193582,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_191647290936222,Mono_2,DCs,DCs,DCs,Mono_1,Ery_2,DCs,DCs
Run4_191647291132852,Mono_2,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191647322069734,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191647322139957,Ery_1,Ery_1,Ery_1,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run4_191647322684844,Ery_2,Mega,Ery_1,Ery_2,Ery_2,Ery_2,DCs,Mega
Run4_191691433565477,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_191691433891620,Ery_2,DCs,DCs,DCs,Mega,Ery_1,DCs,Mega
Run4_191691460925726,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_191691461609772,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191691479702894,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_191708881966812,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_191708882680619,Mono_1,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,Mono_1
Run4_191708897074011,Mono_2,Mono_1,Mono_2,DCs,Ery_1,Mono_1,Mono_2,DCs
Run4_191708897167197,Mono_2,DCs,DCs,Mega,Ery_1,DCs,DCs,DCs
Run4_191708897331555,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_191708909656502,Mono_1,DCs,DCs,DCs,Ery_1,Mega,Mono_1,HSC_2
Run4_191756798220078,DCs,DCs,DCs,DCs,DCs,Mono_1,Mono_1,Mono_1
Run4_191756798445998,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_191756813060845,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_191756825385244,HSC_2,DCs,Ery_2,DCs,DCs,DCs,Mega,Mono_2
Run4_191756843760053,Ery_1,DCs,Ery_2,DCs,Mono_1,Ery_2,DCs,Mega
Run4_191756844055782,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191760421510452,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191760436250853,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_2
Run4_191760436680555,Mono_2,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run4_191760449517475,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_191760449620315,Mono_1,DCs,DCs,DCs,Mega,DCs,Mega,Mega
Run4_191774111938413,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_191774126656237,Ery_2,Mono_1,Ery_2,DCs,Ery_1,DCs,Mega,DCs
Run4_191774127220660,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_191774158347107,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_192101737523115,DCs,DCs,DCs,DCs,Mega,DCs,Mega,DCs
Run4_192101737524468,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192121064778654,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_192121092032357,DCs,Mega,DCs,Mega,Mega,Mega,DCs,DCs
Run4_192121092139252,Mono_1,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_192121092557547,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_192121092586931,DCs,DCs,Mega,DCs,Mega,DCs,Mega,Mega
Run4_192121092594915,HSC_2,DCs,Mega,DCs,Mega,Ery_2,DCs,DCs
Run4_192121111173931,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run4_192180120311715,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192180120345908,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192180120381299,Mono_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_192180120643819,DCs,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run4_192180134984044,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_192180135835932,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192255416482541,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192255431231854,Ery_1,DCs,Ery_2,DCs,Mega,DCs,DCs,DCs
Run4_192255443749213,Mono_2,DCs,DCs,DCs,DCs,Mono_1,Mono_1,DCs
Run4_192255443823837,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192255443986782,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192255444339116,Ery_1,DCs,Mono_1,DCs,Mono_1,Mono_1,Mega,DCs
Run4_192255444535669,DCs,DCs,Mega,Mega,Ery_2,Mega,DCs,Mega
Run4_192255444540643,DCs,Mega,DCs,DCs,Mega,Mega,Mega,Mono_1
Run4_192255463156659,Mono_2,DCs,DCs,DCs,Mono_1,Mono_1,DCs,DCs
Run4_192306956155244,Mono_2,DCs,DCs,DCs,Mono_2,Ery_1,Mega,Ery_2
Run4_192306956167478,Mono_2,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,Mono_1
Run4_192306956384989,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192307002465011,HSC_2,DCs,DCs,DCs,DCs,DCs,DCs,Mono_1
Run4_192307003013430,DCs,DCs,Mega,DCs,DCs,DCs,DCs,DCs
Run4_192315278383987,Mega,Mega,Ery_2,Ery_2,Ery_2,Mega,Ery_1,Ery_1
Run4_192315323763123,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192315324022046,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_192317708159836,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192317708224733,DCs,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run4_192317708229035,Mega,Mega,Ery_1,Mega,Ery_2,Ery_2,Ery_2,Ery_1
Run4_192317721295644,Ery_2,Precursors,DCs,DCs,Ery_1,DCs,DCs,DCs
Run4_192317739722540,Mono_1,Mono_1,DCs,DCs,Mono_2,Mono_1,Mono_1,DCs
Run4_192317740209949,DCs,Mega,DCs,DCs,DCs,Mega,Mega,DCs
Run4_192317740505381,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,Mega
Run4_192325895502708,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192325896325541,Mono_2,Mono_1,DCs,DCs,DCs,Mono_1,Mono_2,DCs
Run4_192325908097756,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_192325908359596,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192325908392675,HSC_2,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_192653655132078,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192653655660395,Ery_1,HSC_1,DCs,HSC_2,Mono_1,Mega,DCs,DCs
Run4_192653655980316,Mono_2,DCs,Ery_2,DCs,DCs,DCs,Mega,DCs
Run4_192653687379885,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_192678083288372,Ery_1,DCs,Ery_2,Mega,DCs,DCs,Mega,Ery_2
Run4_192678083344310,DCs,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,DCs
Run4_192678083545443,Ery_2,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run4_192678083648228,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192678095411638,Mono_2,Mono_1,Mono_1,DCs,Mono_2,DCs,Mono_2,Mono_1
Run4_192678114514805,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_192678114842932,DCs,DCs,DCs,DCs,DCs,DCs,DCs,Mega
Run4_192718870857580,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run4_192718885735134,Mega,DCs,Mega,DCs,HSC_2,DCs,Mega,DCs
Run4_192718898096035,DCs,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run4_192718916672243,DCs,Mega,DCs,DCs,Mono_2,Mega,Mega,Ery_1
Run4_192729608283885,Ery_1,Mono_1,Ery_1,Ery_2,Ery_1,Mono_1,Ery_1,Mono_1
Run4_192729622923182,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192729623189917,Ery_1,DCs,Mono_1,Mega,Mega,Mono_1,Mega,DCs
Run4_192729635547060,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192729635765173,Ery_2,Mega,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_192745848031667,Mono_2,Mono_1,DCs,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192745848400612,Mono_1,DCs,Ery_2,DCs,Mega,Mono_1,Ery_1,DCs
Run4_192745875859363,Mono_1,Mono_1,Mono_1,DCs,Mono_2,DCs,Mono_2,DCs
Run4_192745876182949,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192747056519990,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192747056772916,HSC_2,Mono_1,DCs,DCs,Ery_1,Mega,Mono_1,Mono_2
Run4_192747056813853,DCs,DCs,DCs,Mega,Mono_1,DCs,Mega,DCs
Run4_192747070712604,Ery_2,DCs,Ery_2,Mega,Mono_1,DCs,DCs,Mono_1
Run4_192747070778206,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192747083622644,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192747102161259,Ery_2,DCs,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Mega
Run4_192747102162333,Ery_2,DCs,Mega,DCs,Mono_1,Precursors,DCs,DCs
Run4_192788844461428,DCs,DCs,DCs,DCs,HSC_2,DCs,DCs,Mono_1
Run4_192788844633509,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_192806917127605,Ery_2,DCs,Mega,Mono_2,Mega,Ery_2,Mega,Mono_1
Run4_192806917893027,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run4_192806931781980,Mono_2,Mono_1,DCs,DCs,HSC_2,DCs,Mono_2,Mono_2
Run4_192806931815150,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192806944434908,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_192806944652638,Mono_1,DCs,DCs,DCs,Precursors,DCs,Mono_1,Precursors
Run4_192806964049651,HSC_2,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run4_192859665184630,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_192859679713069,DCs,Mono_1,DCs,DCs,Ery_2,Mega,DCs,DCs
Run4_192859680230813,Ery_2,Ery_1,Ery_1,Ery_2,Ery_2,Ery_1,Ery_2,Mega
Run4_192859711334757,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run4_195426041883886,DCs,DCs,DCs,DCs,Mega,DCs,DCs,Mega
Run4_195426042109174,Ery_2,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_195426057313636,Ery_2,DCs,Ery_2,Ery_2,Ery_2,Mega,Mono_1,Ery_1
Run4_195426057373486,Mono_1,Mono_1,Mono_2,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run4_195426069206942,DCs,DCs,DCs,DCs,Mono_1,DCs,Mega,DCs
Run4_195426088052590,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_195546181429484,DCs,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run4_195546194013029,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run4_195546194598117,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run4_195546213660462,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run4_195547374734188,Ery_1,DCs,DCs,DCs,Mono_1,Ery_1,Mega,Precursors
Run4_195547374774637,DCs,DCs,DCs,DCs,DCs,Mono_2,Mono_2,DCs
Run4_195547374991150,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run4_195547375033628,DCs,DCs,DCs,DCs,Mega,DCs,Mono_1,DCs
Run4_195547389974758,Mono_2,DCs,DCs,DCs,Mono_1,DCs,Mono_2,DCs
Run4_195547402262878,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run4_195562272840997,Mono_2,DCs,DCs,Mono_2,Mega,Ery_1,DCs,Mega
